molecule,noise_spectral_norm,trial,lambda_min_S,dF_tilde_norm,dF_loose_norm,loose_over_sharp,delta0_Ha,sin_theta_obs,dk_bound_sharp,dk_bound_loose,dk_sharp_holds,dk_sharp_tightness,deps_obs_Ha,weyl_sharp,weyl_loose,weyl_sharp_holds,weyl_sharp_tightness,s_B
water,0.0001,3,0.03756519597141745,0.0006261244438117385,0.00266203855494559,4.251612568804302,0.15150120111621895,0.00015111671535420035,0.004149952779618022,0.017885336823564132,True,27.461904329319268,6.250072617097757e-05,0.0006261244438117385,0.00266203855494559,True,10.017874705949922,0.00010648054234739357
water,0.0001,4,0.03756519597141745,0.0005815354910307597,0.00266203855494559,4.57760290816848,0.15150120111621895,0.0002131029371087422,0.0038532784221442283,0.017885336823564132,True,18.081770596047566,7.436643325842152e-05,0.0005815354910307597,0.00266203855494559,True,7.819865301458498,0.000129114079710596
water,0.0001,5,0.03756519597141745,0.0005033229922652755,0.00266203855494559,5.2889269829790875,0.15150120111621895,0.00015031621266140569,0.0033333116896655944,0.017885336823564132,True,22.175330462682926,3.707560343213512e-05,0.0005033229922652755,0.00266203855494559,True,13.575584634423576,9.178102335504504e-05
water,0.0001,6,0.03756519597141745,0.0006729418815862638,0.00266203855494559,3.955822379000416,0.15150120111621895,0.000207889884084137,0.0044616432292002815,0.017885336823564132,True,21.461569661535666,4.347920516844378e-05,0.0006729418815862638,0.00266203855494559,True,15.47732712636315,0.0001293779485628131
water,0.0001,7,0.03756519597141745,0.0004910448311058711,0.00266203855494559,5.4211721340197645,0.15150120111621895,0.00011461424069751427,0.0032517338117229633,0.017885336823564132,True,28.371115072033856,3.9718722054910005e-05,0.0004910448311058711,0.00266203855494559,True,12.363057160474993,8.017704756510042e-05
water,0.0001,8,0.03756519597141745,0.0005275493836771595,0.00266203855494559,5.046046185080293,0.15150120111621895,0.00011545779619277198,0.003494314256978711,0.017885336823564132,True,30.264861899360124,5.9683809851329706e-05,0.0005275493836771595,0.00266203855494559,True,8.839070176506269,8.832574273607638e-05
water,0.0001,9,0.03756519597141745,0.0003780954759846368,0.00266203855494559,7.0406516978631,0.15150120111621895,0.00016718826747465576,0.0025019038245861352,0.017885336823564132,True,14.9645896950598,6.295569239800347e-05,0.0003780954759846368,0.00266203855494559,True,6.005739299860792,0.00010203299003268775
water,0.0001,10,0.03756519597141745,0.0005006764746346807,0.00266203855494559,5.316883636060493,0.15150120111621895,0.00022650195379623212,0.0033157267222950993,0.017885336823564132,True,14.63884380122401,5.533901923618356e-05,0.0005006764746346807,0.00266203855494559,True,9.047440333154876,0.00013044597195345254
water,0.0001,11,0.03756519597141745,0.0011465614799292315,0.00266203855494559,2.321758232371366,0.15150120111621895,0.00029737080075446846,0.007625713996606835,0.017885336823564132,True,25.643788755518045,0.00012887361862715108,0.0011465614799292315,0.00266203855494559,True,8.896789677694935,0.0001755327678633951
water,0.0001,12,0.03756519597141745,0.0008943111043830707,0.00266203855494559,2.9766359177458317,0.15150120111621895,0.0001648769401505224,0.005938049078052064,0.017885336823564132,True,36.01503686707792,6.07666053450695e-05,0.0008943111043830707,0.00266203855494559,True,14.717147671893665,0.00012476570394975853
water,0.0001,13,0.03756519597141745,0.00047689752867610994,0.00266203855494559,5.581992765480532,0.15150120111621895,0.00013662113652112296,0.0031577535360040325,0.017885336823564132,True,23.113213785304833,5.217746875141316e-05,0.00047689752867610994,0.00266203855494559,True,9.139913071447985,8.881301835402317e-05
water,0.0001,14,0.03756519597141745,0.0005225608495112869,0.00266203855494559,5.094217367097442,0.15150120111621895,0.0001424018829383467,0.0034611574762374977,0.017885336823564132,True,24.30555976381306,0.00011085805871988152,0.0005225608495112869,0.00266203855494559,True,4.713783152487855,8.97470416572239e-05
water,0.0001,15,0.03756519597141745,0.0005765751010295894,0.00266203855494559,4.61698493429909,0.15150120111621895,0.0002709684062772638,0.0038202851068954227,0.017885336823564132,True,14.098636661671845,6.87067013188658e-05,0.0005765751010295894,0.00266203855494559,True,8.391832091512022,0.00014666642255542505
water,0.0001,16,0.03756519597141745,0.0007522283571140865,0.00266203855494559,3.5388702509946097,0.15150120111621895,0.00024232563523438763,0.004989940185636547,0.017885336823564132,True,20.59187910849822,3.494158009382381e-05,0.0007522283571140865,0.00266203855494559,True,21.52817231201999,0.00014326623691233826
water,0.0001,17,0.03756519597141745,0.0004266575668978019,0.00266203855494559,6.23928593204403,0.15150120111621895,0.000190034038698121,0.002824152612835871,0.017885336823564132,True,14.861298703029645,3.730325273613305e-05,0.0004266575668978019,0.00266203855494559,True,11.437543259720313,0.00011681319267722495
water,0.0001,18,0.03756519597141745,0.0004440886041673911,0.00266203855494559,5.99438609764952,0.15150120111621895,0.0001510806750434047,0.0029398721899437943,0.017885336823564132,True,19.45895587969265,6.288792036701629e-05,0.0004440886041673911,0.00266203855494559,True,7.061588323730108,0.00010277643445023105
water,0.0001,19,0.03756519597141745,0.0009150315222879014,0.00266203855494559,2.909231529302461,0.15150120111621895,0.00018937733835404778,0.006076464556840544,0.017885336823564132,True,32.086545357820874,2.235807396802625e-05,0.0009150315222879014,0.00266203855494559,True,40.92622305465427,0.00012339471054504178
water,0.001,0,0.03756519597141745,0.004445196645049204,0.0266203855494559,5.988573211739486,0.15150120111621895,0.0019321793343565672,0.030227916643285942,0.21316633326456988,True,15.644467418627116,0.0009492037382236029,0.004445196645049204,0.0266203855494559,True,4.683079581384933,0.001169629461476462
water,0.001,1,0.03756519597141745,0.00459763712806162,0.0266203855494559,5.7900144809121,0.15150120111621895,0.0019580572024233264,0.03129697471759269,0.21316633326456988,True,15.983687646540153,0.0014282364566713113,0.00459763712806162,0.0266203855494559,True,3.2191008054625665,0.001304653195246801
water,0.001,2,0.03756519597141745,0.006691278123966316,0.0266203855494559,3.9783708069328356,0.15150120111621895,0.0021201216817560613,0.04620731774247473,0.21316633326456988,True,21.79465364657843,0.0011061000198562265,0.006691278123966316,0.0266203855494559,True,6.04943314695543,0.0012409069382859012
water,0.001,3,0.03756519597141745,0.004443069043901092,0.0266203855494559,5.991440890615271,0.15150120111621895,0.0021912586332157587,0.03021301155733538,0.21316633326456988,True,13.78797148787343,0.0002334080117460946,0.004443069043901092,0.0266203855494559,True,19.03563211332412,0.0012006225428203851
water,0.001,4,0.03756519597141745,0.005428861226333449,0.0266203855494559,4.903493465688533,0.15150120111621895,0.0028163737486054307,0.03716556625591071,0.21316633326456988,True,13.196247932048719,0.000325924049980969,0.005428861226333449,0.0266203855494559,True,16.65682918045,0.001468068234258476
water,0.001,5,0.03756519597141745,0.007981755913046513,0.0266203855494559,3.3351540487405495,0.15150120111621895,0.002054614484443708,0.055614456297174146,0.21316633326456988,True,27.06807370348696,0.000249983082308676,0.007981755913046513,0.0266203855494559,True,31.929184324524574,0.0012289098481408295
water,0.001,6,0.03756519597141745,0.0050102794627073415,0.0266203855494559,5.31315383654695,0.15150120111621895,0.0018171702808228807,0.03420197925000384,0.21316633326456988,True,18.82155987853595,0.000656429978362183,0.0050102794627073415,0.0266203855494559,True,7.632618295721615,0.0011235825128019406
water,0.001,7,0.03756519597141745,0.006692028989669574,0.0266203855494559,3.9779244218083267,0.15150120111621895,0.0028661744987045707,0.046212742545212404,0.21316633326456988,True,16.123492329618887,0.00037514999517118675,0.006692028989669574,0.0266203855494559,True,17.838275558595964,0.00160089836421387
water,0.001,8,0.03756519597141745,0.005945021130104493,0.0266203855494559,4.477761300906933,0.15150120111621895,0.0015875056087727916,0.04084348140128181,0.21316633326456988,True,25.728086361128216,0.0005393735275545375,0.005945021130104493,0.0266203855494559,True,11.022085486951111,0.001008383751671453
water,0.001,9,0.03756519597141745,0.0038498489989931125,0.0266203855494559,6.914657057047739,0.15150120111621895,0.001615105282723142,0.02607391631562287,0.21316633326456988,True,16.143787401686314,8.851920325383955e-05,0.0038498489989931125,0.0266203855494559,True,43.49168155019655,0.0010662099112419094
water,0.001,10,0.03756519597141745,0.007599637933353003,0.0266203855494559,3.502849186094164,0.15150120111621895,0.0021124404855009903,0.052811364694458546,0.21316633326456988,True,25.000166895558102,0.0003806714668317668,0.007599637933353003,0.0266203855494559,True,19.963770851025124,0.0012298355167046685
water,0.001,11,0.03756519597141745,0.005102830073144139,0.0266203855494559,5.216788560049697,0.15150120111621895,0.0020253879360343243,0.03485578450625473,0.21316633326456988,True,17.20943622015532,0.0013242357859168108,0.005102830073144139,0.0266203855494559,True,3.8534150242823157,0.0011293688643824868
